Ticket ID,Status,Priority,Source,Topic,Product Group,Support Level,Agent Group,Agent Name,Country,Latitude,Longitude,Created Time,Expected First Response By,First Response Time,First Response SLA Status,Expected Resolution By,Resolution Time,Resolution SLA Status,Close Time,First Response Time (Minutes),First Response SLA Buffer (Minutes),Resolution Time (Hours),Resolution SLA Buffer (Hours),Response to Resolution (Hours),Resolution to Close (Hours),Total Lifecycle (Hours),Created Day of Week,Created Hour,Is Weekend,Agent Interactions,Survey Result,Response Check,Resolution check,Close time check
3501,Closed,High,Chat,Feature request,Custom software development,Tier 1,1st line support,Bernard Beckley,Republic of Ireland,53.094024,-8.019675,11/3/2023 5:18:59,11/3/2023 5:20:59,11/3/2023 5:20:59,Within SLA,11/4/2023 5:18:59,11/4/2023 10:38:27,SLA Violated,11/4/2023 11:31:34,2,0,29.32,-5.32,29.29,0.89,30.21,Friday,5,No,5,1,Good,Good,Good
3502,Closed,High,Email,Other,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Spain,39.67337,-4.767726,11/3/2023 16:58:19,11/3/2023 17:58:19,11/3/2023 17:07:58,Within SLA,11/5/2023 16:58:19,11/7/2023 3:48:16,SLA Violated,11/7/2023 22:28:49,9.65,50.35,82.83,-34.83,82.67,18.68,101.51,Friday,16,No,6,4,Good,Good,Good
3503,Closed,High,Chat,Pricing and licensing,Other,Tier 1,1st line support,Connor Danielovitch,Poland,52.536273,19.050639,11/3/2023 10:23:40,11/3/2023 10:25:40,11/3/2023 10:23:41,Within SLA,11/4/2023 10:23:40,11/8/2023 18:45:04,SLA Violated,11/9/2023 21:20:53,0.02,1.98,128.36,-104.36,128.36,26.6,154.95,Friday,10,No,7,3,Good,Good,Good
3504,Closed,Low,Chat,Other,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Slovenia,46.1491664,14.9860106,11/3/2023 9:23:39,11/3/2023 9:25:39,11/3/2023 9:27:46,SLA Violated,11/4/2023 9:23:39,11/3/2023 14:51:09,Within SLA,11/6/2023 17:00:17,4.11,-2.11,5.46,18.54,5.39,74.15,79.61,Friday,9,No,2,4,Good,Good,Good
3505,Closed,Low,Chat,Product setup,Other,Tier 2,2nd line support,Adolpho Messingham,Italy,43.036776,12.678565,11/3/2023 6:23:01,11/3/2023 6:25:01,11/3/2023 6:24:43,Within SLA,11/4/2023 6:23:01,11/3/2023 16:53:33,Within SLA,11/9/2023 0:55:34,1.7,0.3,10.51,13.49,10.48,128.03,138.54,Friday,6,No,2,4,Good,Good,Good
3506,Closed,Low,Chat,Feature request,Ready to use Software,Tier 2,2nd line support,Michele Whyatt,Germany,51.165691,10.451526,11/4/2023 15:02:09,11/4/2023 15:04:09,11/4/2023 15:04:08,Within SLA,11/5/2023 15:02:09,11/5/2023 9:40:23,Within SLA,11/11/2023 7:59:27,1.99,0.01,18.64,5.36,18.6,142.32,160.96,Saturday,15,Yes,6,4,Good,Good,Good
3507,In progress,High,Chat,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Kristos Westoll,Poland,52.536273,19.050639,11/4/2023 18:21:44,11/4/2023 18:23:44,11/4/2023 18:23:03,Within SLA,11/5/2023 18:21:44,,SLA Violated,,1.31,0.69,,,,,,Saturday,18,Yes,5,,Good,N/A,N/A
3508,Closed,High,Chat,Pricing and Licensing,Custom software development,Tier 1,1st line support,Sheela Cutten,Italy,43.036776,12.678565,11/4/2023 21:16:05,11/4/2023 21:18:05,11/4/2023 21:16:09,Within SLA,11/5/2023 21:16:05,11/5/2023 16:35:01,Within SLA,11/10/2023 23:59:15,0.07,1.93,19.32,4.68,19.31,127.4,146.72,Saturday,21,Yes,6,4,Good,Good,Good
3522,Closed,Medium,Chat,Pricing and licensing,Training and Consulting Services,Tier 1,1st line support,Sheela Cutten,Italy,43.036776,12.678565,11/5/2023 0:43:17,11/5/2023 0:45:17,11/5/2023 0:43:53,Within SLA,11/6/2023 0:43:17,11/7/2023 14:26:18,SLA Violated,11/8/2023 22:06:14,0.6,1.4,61.72,-37.72,61.71,31.67,93.38,Sunday,0,Yes,5,5,Good,Good,Good
3523,In progress,Medium,Chat,Feature request,Ready to use Software,Tier 1,1st line support,Bernard Beckley,Czech Republic,49.8037633,15.4749126,11/5/2023 16:52:21,11/5/2023 16:54:21,11/5/2023 16:54:16,Within SLA,11/6/2023 16:52:21,,SLA Violated,,1.92,0.08,,,,,,Sunday,16,Yes,6,,Good,N/A,N/A
3524,Closed,Low,Chat,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Nicola Wane,Czech Republic,49.8037633,15.4749126,11/5/2023 12:30:09,11/5/2023 12:32:09,11/5/2023 12:31:00,Within SLA,11/6/2023 12:30:09,11/5/2023 16:38:59,Within SLA,11/8/2023 18:15:45,0.85,1.15,4.15,19.85,4.13,73.61,77.76,Sunday,12,Yes,2,1,Good,Good,Good
3525,Closed,Low,Chat,Other,Training and Consulting Services,Tier 1,1st line support,Nicola Wane,Republic of Ireland,53.094024,-8.019675,11/6/2023 9:52:57,11/6/2023 9:54:57,11/6/2023 9:54:41,Within SLA,11/7/2023 9:52:57,11/6/2023 22:56:31,Within SLA,11/13/2023 9:58:12,1.73,0.27,13.06,10.94,13.03,155.03,168.09,Monday,9,No,8,4,Good,Good,Good
3526,In progress,Low,Email,Product setup,Other,Tier 1,1st line support,Kristos Westoll,Czech Republic,49.8037633,15.4749126,11/6/2023 9:49:23,11/6/2023 10:49:23,11/6/2023 10:28:05,Within SLA,11/8/2023 9:49:23,,SLA Violated,,38.71,21.29,,,,,,Monday,9,No,1,,Good,N/A,N/A
3527,Closed,Medium,Email,Pricing and licensing,Other,Tier 1,1st line support,Sheela Cutten,Bulgaria,42.7249925,25.4833039,11/6/2023 13:18:19,11/6/2023 14:18:19,11/6/2023 13:55:59,Within SLA,11/8/2023 13:18:19,11/7/2023 18:50:13,Within SLA,11/8/2023 10:06:01,37.66,22.34,29.53,18.47,28.9,15.26,44.8,Monday,13,No,3,3,Good,Good,Good
3528,Closed,Low,Chat,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Bulgaria,42.7249925,25.4833039,11/6/2023 7:26:31,11/6/2023 7:28:31,11/6/2023 7:27:10,Within SLA,11/7/2023 7:26:31,11/6/2023 10:44:52,Within SLA,11/9/2023 13:11:40,0.66,1.34,3.31,20.69,3.29,74.45,77.75,Monday,7,No,2,4,Good,Good,Good
3529,Closed,Low,Email,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Republic of Ireland,53.094024,-8.019675,11/6/2023 23:48:23,11/7/2023 0:48:23,11/7/2023 0:09:07,Within SLA,11/8/2023 23:48:23,11/7/2023 9:17:13,Within SLA,11/10/2023 8:04:42,20.73,39.27,9.48,38.52,9.13,70.79,80.27,Monday,23,No,1,2,Good,Good,Good
3530,Closed,Low,Chat,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Nicola Wane,United Kingdom,55.378052,-3.435973,11/6/2023 16:35:57,11/6/2023 16:37:57,11/6/2023 16:39:10,SLA Violated,11/7/2023 16:35:57,11/10/2023 17:41:52,SLA Violated,11/11/2023 4:38:37,3.21,-1.21,97.1,-73.1,97.05,10.95,108.04,Monday,16,No,6,4,Good,Good,Good
3531,Closed,Low,Email,Product setup,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,United Kingdom,55.378052,-3.435973,11/6/2023 19:21:09,11/6/2023 20:21:09,11/6/2023 20:05:29,Within SLA,11/8/2023 19:21:09,11/7/2023 1:34:15,Within SLA,11/13/2023 1:57:46,44.33,15.67,6.22,41.78,5.48,144.39,150.61,Monday,19,No,2,3,Good,Good,Good
3532,In progress,Medium,Email,Product setup,Training and Consulting Services,Tier 1,1st line support,Kristos Westoll,Spain,39.67337,-4.767726,11/6/2023 0:36:36,11/6/2023 1:36:36,11/6/2023 1:03:25,Within SLA,11/8/2023 0:36:36,,SLA Violated,,26.81,33.19,,,,,,Monday,0,No,8,,Good,N/A,N/A
3533,Closed,Low,Email,Purchasing and invoicing,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,Austria,47.6964719,13.3457347,11/7/2023 12:46:42,11/7/2023 13:46:42,11/7/2023 13:14:51,Within SLA,11/9/2023 12:46:42,11/8/2023 21:32:08,Within SLA,11/13/2023 18:49:22,28.15,31.85,32.76,15.24,32.29,117.29,150.04,Tuesday,12,No,1,5,Good,Good,Good
3534,Resolved,Low,Email,Pricing and licensing,Other,Tier 1,1st line support,Sheela Cutten,Austria,47.6964719,13.3457347,11/7/2023 0:28:30,11/7/2023 1:28:30,11/7/2023 0:47:40,Within SLA,11/9/2023 0:28:30,11/12/2023 20:42:54,SLA Violated,,19.17,40.83,140.24,-92.24,139.92,,,Tuesday,0,No,5,,Good,Good,N/A
3535,Closed,Low,Chat,Feature request,Custom software development,Tier 1,1st line support,Nicola Wane,Poland,52.536273,19.050639,11/7/2023 1:41:16,11/7/2023 1:43:16,11/7/2023 1:42:28,Within SLA,11/8/2023 1:41:16,11/7/2023 16:52:24,Within SLA,11/10/2023 7:23:45,1.2,0.8,15.19,8.81,15.17,62.52,77.71,Tuesday,1,No,6,4,Good,Good,Good
3536,Closed,Medium,Email,Feature request,Ready to use Software,Tier 1,1st line support,Kristos Westoll,Germany,51.165691,10.451526,11/7/2023 1:05:48,11/7/2023 2:05:48,11/7/2023 7:09:23,SLA Violated,11/9/2023 1:05:48,11/7/2023 8:43:26,Within SLA,11/7/2023 17:22:29,363.58,-303.58,7.63,40.37,1.57,8.65,16.28,Tuesday,1,No,9,1,Good,Good,Good
3537,Closed,Low,Email,Pricing and licensing,Other,Tier 1,1st line support,Kristos Westoll,Italy,43.036776,12.678565,11/7/2023 19:22:24,11/7/2023 20:22:24,11/7/2023 19:28:40,Within SLA,11/9/2023 19:22:24,11/11/2023 13:16:25,SLA Violated,11/11/2023 23:51:35,6.27,53.73,89.9,-41.9,89.8,10.59,100.49,Tuesday,19,No,8,5,Good,Good,Good
3538,Closed,Low,Chat,Bug report,Custom software development,Tier 1,1st line support,Kristos Westoll,Republic of Ireland,53.094024,-8.019675,11/7/2023 5:07:18,11/7/2023 5:09:18,11/7/2023 5:07:40,Within SLA,11/8/2023 5:07:18,11/7/2023 6:33:10,Within SLA,11/12/2023 3:45:04,0.37,1.63,1.43,22.57,1.43,117.2,118.63,Tuesday,5,No,7,2,Good,Good,Good
3539,Closed,High,Chat,Other,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Poland,52.536273,19.050639,11/7/2023 0:47:28,11/7/2023 0:49:28,11/7/2023 0:47:52,Within SLA,11/8/2023 0:47:28,11/7/2023 8:30:36,Within SLA,11/8/2023 18:26:51,0.39,1.61,7.72,16.28,7.71,33.94,41.66,Tuesday,0,No,6,5,Good,Good,Good
3540,Closed,Medium,Email,Product setup,Ready to use Software,Tier 1,1st line support,Nicola Wane,Spain,39.67337,-4.767726,11/8/2023 7:10:23,11/8/2023 8:10:23,11/8/2023 7:53:53,Within SLA,11/10/2023 7:10:23,11/13/2023 7:52:06,SLA Violated,11/14/2023 9:41:22,43.49,16.51,120.7,-72.7,119.97,25.82,146.52,Wednesday,7,No,3,3,Good,Good,Good
3542,Resolved,Medium,Email,Feature request,Ready to use Software,Tier 1,1st line support,Bernard Beckley,Poland,52.536273,19.050639,11/8/2023 20:42:42,11/8/2023 21:42:42,11/8/2023 21:29:41,Within SLA,11/10/2023 20:42:42,11/8/2023 20:43:53,Within SLA,,46.99,13.01,0.02,47.98,-0.76,,,Wednesday,20,No,2,,Good,Good,N/A
3543,Resolved,High,Email,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Bernard Beckley,United Kingdom,55.378052,-3.435973,11/8/2023 22:46:35,11/8/2023 23:46:35,11/8/2023 22:56:38,Within SLA,11/10/2023 22:46:35,11/9/2023 0:42:28,Within SLA,,10.06,49.94,1.93,46.07,1.76,,,Wednesday,22,No,3,,Good,Good,N/A
3544,Resolved,Low,Email,Feature request,Ready to use Software,Tier 2,2nd line support,Michele Whyatt,Germany,51.165691,10.451526,11/8/2023 1:13:09,11/8/2023 2:13:09,11/8/2023 2:00:19,Within SLA,11/10/2023 1:13:09,11/9/2023 18:35:28,Within SLA,,47.17,12.83,41.37,6.63,40.59,,,Wednesday,1,No,2,,Good,Good,N/A
3545,Closed,Low,Email,Feature request,Other,Tier 1,1st line support,Bernard Beckley,Poland,52.536273,19.050639,11/8/2023 1:34:12,11/8/2023 2:34:12,11/8/2023 2:26:44,Within SLA,11/10/2023 1:34:12,11/9/2023 17:06:53,Within SLA,11/13/2023 21:19:08,52.53,7.47,39.54,8.46,38.67,100.2,139.75,Wednesday,1,No,4,4,Good,Good,Good
3546,Closed,Low,Email,Pricing and licensing,Training and Consulting Services,Tier 2,2nd line support,Michele Whyatt,United Kingdom,55.378052,-3.435973,11/8/2023 7:43:08,11/8/2023 8:43:08,11/8/2023 8:13:30,Within SLA,11/10/2023 7:43:08,11/8/2023 17:05:37,Within SLA,11/12/2023 23:48:01,30.37,29.63,9.37,38.63,8.87,102.71,112.08,Wednesday,7,No,8,3,Good,Good,Good
3547,Resolved,Medium,Chat,Other,Training and Consulting Services,Tier 1,1st line support,Kristos Westoll,Italy,43.036776,12.678565,11/8/2023 2:07:36,11/8/2023 2:09:36,11/8/2023 2:13:27,SLA Violated,11/9/2023 2:07:36,11/8/2023 18:25:54,Within SLA,,5.85,-3.85,16.3,7.7,16.21,,,Wednesday,2,No,2,,Good,Good,N/A
3548,Resolved,Low,Email,Other,Custom software development,Tier 1,1st line support,Nicola Wane,Germany,51.165691,10.451526,11/8/2023 11:37:14,11/8/2023 12:37:14,11/8/2023 12:26:43,Within SLA,11/10/2023 11:37:14,11/11/2023 13:57:48,SLA Violated,,49.48,10.52,74.34,-26.34,73.52,,,Wednesday,11,No,6,,Good,Good,N/A
3550,Resolved,Medium,Chat,Product setup,Ready to use Software,Tier 2,2nd line support,Adolpho Messingham,Slovenia,46.1491664,14.9860106,11/8/2023 12:19:12,11/8/2023 12:21:12,11/8/2023 12:20:03,Within SLA,11/9/2023 12:19:12,11/9/2023 7:10:20,Within SLA,,0.85,1.15,18.85,5.15,18.84,,,Wednesday,12,No,5,,Good,Good,N/A
3551,Closed,High,Email,Feature request,Ready to use Software,Tier 1,1st line support,Bernard Beckley,Poland,52.536273,19.050639,11/8/2023 21:27:37,11/8/2023 22:27:37,11/8/2023 21:38:20,Within SLA,11/10/2023 21:27:37,11/11/2023 3:53:09,SLA Violated,11/13/2023 1:16:11,10.72,49.28,54.43,-6.43,54.25,45.38,99.81,Wednesday,21,No,9,4,Good,Good,Good
3552,In progress,Low,Chat,Other,Custom software development,Tier 1,1st line support,Kristos Westoll,France,48.864716,2.349014,11/8/2023 7:52:27,11/8/2023 7:54:27,11/8/2023 7:53:25,Within SLA,11/9/2023 7:52:27,,SLA Violated,,0.97,1.03,,,,,,Wednesday,7,No,8,,Good,N/A,N/A
3553,Closed,High,Email,Training request,Training and Consulting Services,Tier 1,1st line support,Connor Danielovitch,France,48.864716,2.349014,11/9/2023 4:47:36,11/9/2023 5:47:36,11/9/2023 5:01:00,Within SLA,11/11/2023 4:47:36,11/9/2023 7:06:33,Within SLA,11/11/2023 8:15:26,13.41,46.59,2.32,45.68,2.09,49.15,51.46,Thursday,4,No,5,5,Good,Good,Good
3554,In progress,Low,Email,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Bernard Beckley,Spain,39.67337,-4.767726,11/9/2023 20:45:50,11/9/2023 21:45:50,11/9/2023 21:44:20,Within SLA,11/11/2023 20:45:50,,SLA Violated,,58.5,1.5,,,,,,Thursday,20,No,8,,Good,N/A,N/A
3555,Closed,Low,Email,Product setup,Other,Tier 1,1st line support,Kristos Westoll,Germany,51.165691,10.451526,11/9/2023 21:18:44,11/9/2023 22:18:44,11/9/2023 21:24:25,Within SLA,11/11/2023 21:18:44,11/11/2023 9:20:17,Within SLA,11/12/2023 11:59:49,5.69,54.31,36.03,11.97,35.93,26.66,62.68,Thursday,21,No,9,4,Good,Good,Good
3556,Closed,Low,Email,Pricing and licensing,Custom software development,Tier 1,1st line support,Connor Danielovitch,Austria,47.6964719,13.3457347,11/9/2023 23:18:57,11/10/2023 0:18:57,11/9/2023 23:31:27,Within SLA,11/11/2023 23:18:57,11/10/2023 1:44:02,Within SLA,11/11/2023 8:49:31,12.5,47.5,2.42,45.58,2.21,31.09,33.51,Thursday,23,No,2,3,Good,Good,Good
3557,Closed,Medium,Chat,Purchasing and invoicing,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,Bulgaria,42.7249925,25.4833039,11/9/2023 8:15:53,11/9/2023 8:17:53,11/9/2023 8:17:34,Within SLA,11/10/2023 8:15:53,11/9/2023 23:09:37,Within SLA,11/14/2023 12:20:55,1.69,0.31,14.9,9.1,14.87,109.19,124.08,Thursday,8,No,5,3,Good,Good,Good
3559,Closed,High,Email,Bug report,Custom software development,Tier 1,1st line support,Connor Danielovitch,Italy,43.036776,12.678565,11/9/2023 3:02:00,11/9/2023 4:02:00,11/9/2023 3:56:04,Within SLA,11/11/2023 3:02:00,11/11/2023 23:07:32,SLA Violated,11/13/2023 5:56:39,54.06,5.94,68.09,-20.09,67.19,30.82,98.91,Thursday,3,No,1,3,Good,Good,Good
3560,Closed,Medium,Chat,Feature request,Other,Tier 1,1st line support,Sheela Cutten,Greece,39.368279,21.863141,11/9/2023 5:13:12,11/9/2023 5:15:12,11/9/2023 5:13:17,Within SLA,11/10/2023 5:13:12,11/9/2023 10:31:11,Within SLA,11/11/2023 4:05:30,0.09,1.91,5.3,18.7,5.3,41.57,46.87,Thursday,5,No,4,2,Good,Good,Good
3561,Resolved,Medium,Email,Pricing and Licensing,Custom software development,Tier 1,1st line support,Connor Danielovitch,Spain,39.67337,-4.767726,11/9/2023 0:43:22,11/9/2023 1:43:22,11/9/2023 1:01:02,Within SLA,11/11/2023 0:43:22,11/10/2023 22:06:04,Within SLA,,17.67,42.33,45.38,2.62,45.08,,,Thursday,0,No,1,,Good,Good,N/A
3562,Closed,High,Email,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Italy,43.036776,12.678565,11/10/2023 14:10:13,11/10/2023 15:10:13,11/10/2023 14:27:27,Within SLA,11/12/2023 14:10:13,11/11/2023 23:08:30,Within SLA,11/13/2023 22:30:20,17.23,42.77,32.97,15.03,32.68,47.36,80.34,Friday,14,No,1,4,Good,Good,Good
3563,Closed,Medium,Chat,Product setup,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Italy,43.036776,12.678565,11/10/2023 0:57:33,11/10/2023 0:59:33,11/10/2023 0:57:54,Within SLA,11/11/2023 0:57:33,11/14/2023 17:09:40,SLA Violated,11/16/2023 10:05:05,0.35,1.65,112.2,-88.2,112.2,40.92,153.13,Friday,0,No,7,3,Good,Good,Good
3565,Closed,Low,Email,Other,Ready to use Software,Tier 2,2nd line support,Adolpho Messingham,Italy,43.036776,12.678565,11/10/2023 12:56:25,11/10/2023 13:56:25,11/10/2023 13:48:39,Within SLA,11/12/2023 12:56:25,11/11/2023 22:40:13,Within SLA,11/12/2023 12:07:49,52.24,7.76,33.73,14.27,32.86,13.46,47.19,Friday,12,No,2,3,Good,Good,Good
3566,Closed,Low,Phone,Product setup,Ready to use Software,Tier 1,1st line support,Nicola Wane,Austria,47.6964719,13.3457347,11/10/2023 23:46:05,11/10/2023 23:48:05,11/10/2023 23:47:17,Within SLA,11/12/2023 23:46:05,11/11/2023 22:08:42,Within SLA,11/12/2023 5:51:43,1.19,0.81,22.38,25.62,22.36,7.72,30.09,Friday,23,No,2,3,Good,Good,Good
3567,Closed,High,Email,Product setup,Other,Tier 1,1st line support,Bernard Beckley,Czech Republic,49.8037633,15.4749126,11/10/2023 11:46:55,11/10/2023 12:46:55,11/10/2023 11:57:57,Within SLA,11/12/2023 11:46:55,11/10/2023 16:12:35,Within SLA,11/10/2023 17:43:19,11.03,48.97,4.43,43.57,4.24,1.51,5.94,Friday,11,No,4,4,Good,Good,Good
3568,Resolved,Low,Chat,Product setup,Other,Tier 1,1st line support,Sheela Cutten,Germany,51.165691,10.451526,11/10/2023 6:58:51,11/10/2023 7:00:51,11/10/2023 7:00:15,Within SLA,11/11/2023 6:58:51,11/11/2023 1:54:48,Within SLA,,1.4,0.6,18.93,5.07,18.91,,,Friday,6,No,6,,Good,Good,N/A
3569,Closed,Medium,Email,Pricing and licensing,Custom software development,Tier 1,1st line support,Sheela Cutten,Bulgaria,42.7249925,25.4833039,11/11/2023 0:40:59,11/11/2023 1:40:59,11/11/2023 0:57:40,Within SLA,11/13/2023 0:40:59,11/13/2023 4:51:56,SLA Violated,11/15/2023 4:41:38,16.69,43.31,52.18,-4.18,51.9,47.83,100.01,Saturday,0,Yes,1,4,Good,Good,Good
3570,Closed,Low,Email,Feature request,Other,Tier 1,1st line support,Kristos Westoll,Italy,43.036776,12.678565,11/11/2023 8:50:21,11/11/2023 9:50:21,11/11/2023 9:45:28,Within SLA,11/13/2023 8:50:21,11/12/2023 8:41:12,Within SLA,11/12/2023 21:10:46,55.12,4.88,23.85,24.15,22.93,12.49,36.34,Saturday,8,Yes,2,5,Good,Good,Good
3571,Resolved,High,Phone,Feature request,Ready to use Software,Tier 1,1st line support,Nicola Wane,Poland,52.536273,19.050639,11/11/2023 0:34:31,11/11/2023 0:36:31,11/11/2023 0:37:58,SLA Violated,11/13/2023 0:34:31,11/12/2023 20:55:25,Within SLA,,3.44,-1.44,44.35,3.65,44.29,,,Saturday,0,Yes,4,,Good,Good,N/A
3572,Closed,Low,Chat,Purchasing and invoicing,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Bulgaria,42.7249925,25.4833039,11/11/2023 20:11:44,11/11/2023 20:13:44,11/11/2023 20:12:05,Within SLA,11/12/2023 20:11:44,11/12/2023 18:22:56,Within SLA,11/18/2023 11:13:15,0.35,1.65,22.19,1.81,22.18,136.84,159.03,Saturday,20,Yes,2,5,Good,Good,Good
3573,Closed,High,Email,Purchasing and invoicing,Ready to use Software,Tier 1,1st line support,Nicola Wane,Austria,47.6964719,13.3457347,11/11/2023 0:18:43,11/11/2023 1:18:43,11/11/2023 0:51:59,Within SLA,11/13/2023 0:18:43,11/12/2023 4:58:08,Within SLA,11/14/2023 7:27:02,33.27,26.73,28.66,19.34,28.1,50.48,79.14,Saturday,0,Yes,7,3,Good,Good,Good
3574,Closed,Medium,Email,Other,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,Czech Republic,49.8037633,15.4749126,11/12/2023 10:50:47,11/12/2023 11:50:47,11/12/2023 11:19:55,Within SLA,11/14/2023 10:50:47,11/15/2023 8:29:25,SLA Violated,11/17/2023 5:30:44,29.13,30.87,69.64,-21.64,69.16,45.02,114.67,Sunday,10,Yes,2,3,Good,Good,Good
3575,Closed,Medium,Email,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Nicola Wane,Slovenia,46.1491664,14.9860106,11/12/2023 0:16:05,11/12/2023 1:16:05,11/12/2023 0:27:52,Within SLA,11/14/2023 0:16:05,11/12/2023 16:28:14,Within SLA,11/14/2023 3:51:38,11.78,48.22,16.2,31.8,16.01,35.39,51.59,Sunday,0,Yes,2,5,Good,Good,Good
3576,Closed,Low,Email,Product setup,Training and Consulting Services,Tier 2,2nd line support,Adolpho Messingham,Republic of Ireland,53.094024,-8.019675,11/12/2023 16:48:39,11/12/2023 17:48:39,11/12/2023 17:37:36,Within SLA,11/14/2023 16:48:39,11/13/2023 14:20:56,Within SLA,11/19/2023 4:28:41,48.96,11.04,21.54,26.46,20.72,134.13,155.67,Sunday,16,Yes,3,5,Good,Good,Good
3584,Resolved,Medium,Phone,Feature request,Other,Tier 1,1st line support,Connor Danielovitch,France,48.864716,2.349014,11/13/2023 16:51:30,11/13/2023 16:53:30,11/13/2023 16:53:01,Within SLA,11/15/2023 16:51:30,11/15/2023 10:20:37,Within SLA,,1.51,0.49,41.49,6.51,41.46,,,Monday,16,No,2,,Good,Good,N/A
3585,In progress,Low,Email,Product setup,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Poland,52.536273,19.050639,11/13/2023 15:05:45,11/13/2023 16:05:45,11/13/2023 15:55:46,Within SLA,11/15/2023 15:05:45,,SLA Violated,,50.02,9.98,,,,,,Monday,15,No,5,,Good,N/A,N/A
3586,In progress,Low,Email,Purchasing and invoicing,Custom software development,Tier 1,1st line support,Nicola Wane,Republic of Ireland,53.094024,-8.019675,11/13/2023 8:27:15,11/13/2023 9:27:15,11/13/2023 8:59:25,Within SLA,11/15/2023 8:27:15,,SLA Violated,,32.16,27.84,,,,,,Monday,8,No,5,,Good,N/A,N/A
3587,Closed,Low,Email,Pricing and licensing,Training and Consulting Services,Tier 2,2nd line support,Michele Whyatt,United Kingdom,55.378052,-3.435973,11/13/2023 9:31:45,11/13/2023 10:31:45,11/13/2023 10:23:52,Within SLA,11/15/2023 9:31:45,11/14/2023 22:05:56,Within SLA,11/20/2023 7:23:37,52.12,7.88,36.57,11.43,35.7,129.29,165.86,Monday,9,No,7,4,Good,Good,Good
3588,Resolved,High,Chat,Product setup,Ready to use Software,Tier 1,1st line support,Sheela Cutten,United Kingdom,55.378052,-3.435973,11/13/2023 23:03:20,11/13/2023 23:05:20,11/13/2023 23:03:42,Within SLA,11/14/2023 23:03:20,11/14/2023 11:15:16,Within SLA,,0.37,1.63,12.2,11.8,12.19,,,Monday,23,No,9,,Good,Good,N/A
3589,Closed,Low,Email,Purchasing and invoicing,Ready to use Software,Tier 1,1st line support,Nicola Wane,Bulgaria,42.7249925,25.4833039,11/13/2023 11:46:21,11/13/2023 12:46:21,11/13/2023 11:58:27,Within SLA,11/15/2023 11:46:21,11/15/2023 3:39:50,Within SLA,11/17/2023 14:09:25,12.1,47.9,39.89,8.11,39.69,58.49,98.38,Monday,11,No,4,4,Good,Good,Good
3590,In progress,Low,Chat,Product setup,Custom software development,Tier 2,2nd line support,Adolpho Messingham,Germany,51.165691,10.451526,11/13/2023 4:21:58,11/13/2023 4:23:58,11/13/2023 4:25:49,SLA Violated,11/14/2023 4:21:58,,SLA Violated,,3.84,-1.84,,,,,,Monday,4,No,6,,Good,N/A,N/A
3591,Closed,Medium,Email,Feature request,Ready to use Software,Tier 1,1st line support,Bernard Beckley,Germany,51.165691,10.451526,11/14/2023 9:45:25,11/14/2023 10:45:25,11/14/2023 10:36:07,Within SLA,11/16/2023 9:45:25,11/19/2023 0:10:52,SLA Violated,11/19/2023 16:11:34,50.7,9.3,110.42,-62.42,109.58,16.01,126.44,Tuesday,9,No,9,5,Good,Good,Good
3592,Closed,High,Phone,Product setup,Ready to use Software,Tier 1,1st line support,Bernard Beckley,Poland,52.536273,19.050639,11/14/2023 12:05:31,11/14/2023 12:07:31,11/14/2023 12:05:33,Within SLA,11/16/2023 12:05:31,11/17/2023 3:30:31,SLA Violated,11/17/2023 11:57:56,0.03,1.97,63.42,-15.42,63.42,8.46,71.87,Tuesday,12,No,4,5,Good,Good,Good
3593,In progress,Low,Chat,Pricing and licensing,Custom software development,Tier 1,1st line support,Bernard Beckley,Italy,43.036776,12.678565,11/14/2023 5:07:29,11/14/2023 5:09:29,11/14/2023 5:09:04,Within SLA,11/15/2023 5:07:29,,SLA Violated,,1.58,0.42,,,,,,Tuesday,5,No,6,,Good,N/A,N/A
3594,Closed,Low,Email,Feature request,Ready to use Software,Tier 1,1st line support,Bernard Beckley,Italy,43.036776,12.678565,11/14/2023 16:11:11,11/14/2023 17:11:11,11/14/2023 17:08:21,Within SLA,11/16/2023 16:11:11,11/15/2023 16:52:02,Within SLA,11/16/2023 21:05:21,57.16,2.84,24.68,23.32,23.73,28.22,52.9,Tuesday,16,No,7,3,Good,Good,Good
